epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1601655834321,2020-10-02T12.23.54.321,3.545,-0.238,-0.084,0.956
1601655834331,2020-10-02T12.23.54.331,3.555,-0.246,-0.077,0.950
1601655834340,2020-10-02T12.23.54.340,3.564,-0.243,-0.081,0.951
1601655834350,2020-10-02T12.23.54.350,3.574,-0.241,-0.083,0.958
1601655834360,2020-10-02T12.23.54.360,3.584,-0.249,-0.088,0.968
1601655834370,2020-10-02T12.23.54.370,3.594,-0.229,-0.100,0.984
1601655834381,2020-10-02T12.23.54.381,3.605,-0.217,-0.102,0.976
1601655834389,2020-10-02T12.23.54.389,3.613,-0.213,-0.097,0.956
1601655834400,2020-10-02T12.23.54.400,3.624,-0.208,-0.093,0.939
1601655834410,2020-10-02T12.23.54.410,3.634,-0.207,-0.092,0.929
1601655834420,2020-10-02T12.23.54.420,3.644,-0.218,-0.088,0.927
1601655834429,2020-10-02T12.23.54.429,3.653,-0.221,-0.086,0.934
1601655834439,2020-10-02T12.23.54.439,3.663,-0.222,-0.088,0.938
1601655834450,2020-10-02T12.23.54.450,3.674,-0.219,-0.090,0.938
1601655834460,2020-10-02T12.23.54.460,3.684,-0.221,-0.089,0.936
1601655834470,2020-10-02T12.23.54.470,3.694,-0.225,-0.093,0.944
1601655834479,2020-10-02T12.23.54.479,3.703,-0.233,-0.099,0.954
1601655834489,2020-10-02T12.23.54.489,3.713,-0.229,-0.104,0.969
1601655834499,2020-10-02T12.23.54.499,3.723,-0.222,-0.103,0.973
1601655834510,2020-10-02T12.23.54.510,3.734,-0.225,-0.089,0.962
1601655834518,2020-10-02T12.23.54.518,3.742,-0.228,-0.081,0.949
1601655834529,2020-10-02T12.23.54.529,3.753,-0.233,-0.078,0.936
1601655834539,2020-10-02T12.23.54.539,3.763,-0.236,-0.075,0.936
1601655834549,2020-10-02T12.23.54.549,3.773,-0.239,-0.074,0.941
1601655834559,2020-10-02T12.23.54.559,3.783,-0.230,-0.083,0.941
1601655834568,2020-10-02T12.23.54.568,3.792,-0.212,-0.089,0.948
1601655834578,2020-10-02T12.23.54.578,3.802,-0.204,-0.088,0.952
1601655834589,2020-10-02T12.23.54.589,3.813,-0.209,-0.087,0.953
1601655834599,2020-10-02T12.23.54.599,3.823,-0.201,-0.090,0.958
1601655834608,2020-10-02T12.23.54.608,3.832,-0.209,-0.087,0.949
1601655834618,2020-10-02T12.23.54.618,3.842,-0.229,-0.081,0.941
1601655834628,2020-10-02T12.23.54.628,3.852,-0.238,-0.083,0.946
1601655834638,2020-10-02T12.23.54.638,3.862,-0.250,-0.083,0.947
1601655834649,2020-10-02T12.23.54.649,3.873,-0.261,-0.080,0.959
1601655834658,2020-10-02T12.23.54.658,3.882,-0.254,-0.085,0.977
1601655834668,2020-10-02T12.23.54.668,3.892,-0.253,-0.084,0.966
1601655834678,2020-10-02T12.23.54.678,3.902,-0.259,-0.084,0.947
1601655834688,2020-10-02T12.23.54.688,3.912,-0.241,-0.082,0.947
1601655834697,2020-10-02T12.23.54.697,3.921,-0.232,-0.083,0.939
1601655834707,2020-10-02T12.23.54.707,3.931,-0.228,-0.085,0.933
1601655834718,2020-10-02T12.23.54.718,3.942,-0.226,-0.085,0.938
1601655834728,2020-10-02T12.23.54.728,3.952,-0.216,-0.096,0.932
1601655834738,2020-10-02T12.23.54.738,3.962,-0.201,-0.104,0.918
1601655834747,2020-10-02T12.23.54.747,3.971,-0.206,-0.100,0.913
1601655834757,2020-10-02T12.23.54.757,3.981,-0.207,-0.098,0.928
1601655834767,2020-10-02T12.23.54.767,3.991,-0.205,-0.107,0.937
1601655834778,2020-10-02T12.23.54.778,4.002,-0.208,-0.105,0.937
1601655834786,2020-10-02T12.23.54.786,4.010,-0.210,-0.097,0.933
1601655834797,2020-10-02T12.23.54.797,4.021,-0.217,-0.091,0.931
1601655834807,2020-10-02T12.23.54.807,4.031,-0.210,-0.097,0.938
1601655834817,2020-10-02T12.23.54.817,4.041,-0.208,-0.106,0.952
1601655834827,2020-10-02T12.23.54.827,4.051,-0.216,-0.103,0.964
1601655834836,2020-10-02T12.23.54.836,4.060,-0.219,-0.099,0.975
1601655834846,2020-10-02T12.23.54.846,4.070,-0.223,-0.096,0.969
1601655834857,2020-10-02T12.23.54.857,4.081,-0.236,-0.090,0.972
1601655834867,2020-10-02T12.23.54.867,4.091,-0.249,-0.084,0.979
1601655834876,2020-10-02T12.23.54.876,4.100,-0.249,-0.081,0.979
1601655834886,2020-10-02T12.23.54.886,4.110,-0.230,-0.102,0.963
1601655834896,2020-10-02T12.23.54.896,4.120,-0.229,-0.088,0.939
1601655834907,2020-10-02T12.23.54.907,4.131,-0.228,-0.076,0.945
1601655834917,2020-10-02T12.23.54.917,4.141,-0.229,-0.086,0.938
1601655834926,2020-10-02T12.23.54.926,4.150,-0.236,-0.081,0.928
1601655834936,2020-10-02T12.23.54.936,4.160,-0.235,-0.078,0.936
1601655834946,2020-10-02T12.23.54.946,4.170,-0.237,-0.082,0.936
1601655834956,2020-10-02T12.23.54.956,4.180,-0.234,-0.083,0.935
1601655834965,2020-10-02T12.23.54.965,4.189,-0.225,-0.083,0.932
1601655834975,2020-10-02T12.23.54.975,4.199,-0.224,-0.086,0.930
1601655834986,2020-10-02T12.23.54.986,4.210,-0.226,-0.088,0.934
1601655834996,2020-10-02T12.23.54.996,4.220,-0.211,-0.098,0.942
1601655835006,2020-10-02T12.23.55.006,4.230,-0.204,-0.100,0.944
1601655835015,2020-10-02T12.23.55.015,4.239,-0.202,-0.102,0.949
1601655835025,2020-10-02T12.23.55.025,4.249,-0.214,-0.097,0.946
1601655835035,2020-10-02T12.23.55.035,4.259,-0.222,-0.096,0.948
1601655835046,2020-10-02T12.23.55.046,4.270,-0.227,-0.095,0.949
1601655835054,2020-10-02T12.23.55.054,4.278,-0.219,-0.100,0.953
1601655835065,2020-10-02T12.23.55.065,4.289,-0.213,-0.103,0.957
1601655835075,2020-10-02T12.23.55.075,4.299,-0.222,-0.103,0.959
1601655835085,2020-10-02T12.23.55.085,4.309,-0.222,-0.101,0.968
1601655835096,2020-10-02T12.23.55.096,4.320,-0.226,-0.097,0.968
1601655835104,2020-10-02T12.23.55.104,4.328,-0.230,-0.090,0.962
1601655835115,2020-10-02T12.23.55.115,4.339,-0.218,-0.094,0.962
1601655835125,2020-10-02T12.23.55.125,4.349,-0.222,-0.090,0.952
1601655835135,2020-10-02T12.23.55.135,4.359,-0.238,-0.076,0.942
1601655835144,2020-10-02T12.23.55.144,4.368,-0.237,-0.072,0.943
1601655835154,2020-10-02T12.23.55.154,4.378,-0.231,-0.075,0.938
1601655835164,2020-10-02T12.23.55.164,4.388,-0.239,-0.071,0.936
1601655835175,2020-10-02T12.23.55.175,4.399,-0.228,-0.076,0.944
1601655835185,2020-10-02T12.23.55.185,4.409,-0.215,-0.081,0.937
1601655835194,2020-10-02T12.23.55.194,4.418,-0.227,-0.078,0.932
1601655835204,2020-10-02T12.23.55.204,4.428,-0.231,-0.077,0.944
1601655835214,2020-10-02T12.23.55.214,4.438,-0.230,-0.079,0.948
1601655835224,2020-10-02T12.23.55.224,4.448,-0.233,-0.078,0.948
1601655835233,2020-10-02T12.23.55.233,4.457,-0.232,-0.081,0.951
1601655835243,2020-10-02T12.23.55.243,4.467,-0.238,-0.083,0.954
1601655835254,2020-10-02T12.23.55.254,4.478,-0.231,-0.086,0.958
1601655835264,2020-10-02T12.23.55.264,4.488,-0.222,-0.088,0.956
1601655835274,2020-10-02T12.23.55.274,4.498,-0.216,-0.092,0.950
1601655835283,2020-10-02T12.23.55.283,4.507,-0.215,-0.093,0.948
1601655835293,2020-10-02T12.23.55.293,4.517,-0.219,-0.095,0.951
1601655835304,2020-10-02T12.23.55.304,4.528,-0.221,-0.100,0.955
1601655835314,2020-10-02T12.23.55.314,4.538,-0.225,-0.098,0.955
1601655835324,2020-10-02T12.23.55.324,4.548,-0.227,-0.093,0.954
1601655835333,2020-10-02T12.23.55.333,4.557,-0.237,-0.088,0.948
1601655835343,2020-10-02T12.23.55.343,4.567,-0.240,-0.084,0.944
1601655835353,2020-10-02T12.23.55.353,4.577,-0.238,-0.088,0.941
1601655835364,2020-10-02T12.23.55.364,4.588,-0.234,-0.087,0.946
1601655835372,2020-10-02T12.23.55.372,4.596,-0.227,-0.088,0.948
1601655835383,2020-10-02T12.23.55.383,4.607,-0.225,-0.093,0.933
1601655835393,2020-10-02T12.23.55.393,4.617,-0.237,-0.082,0.926
1601655835403,2020-10-02T12.23.55.403,4.627,-0.233,-0.078,0.942
1601655835413,2020-10-02T12.23.55.413,4.637,-0.217,-0.086,0.946
1601655835422,2020-10-02T12.23.55.422,4.646,-0.223,-0.083,0.936
1601655835432,2020-10-02T12.23.55.432,4.656,-0.218,-0.079,0.942
1601655835443,2020-10-02T12.23.55.443,4.667,-0.212,-0.083,0.942
1601655835453,2020-10-02T12.23.55.453,4.677,-0.215,-0.090,0.941
1601655835462,2020-10-02T12.23.55.462,4.686,-0.229,-0.092,0.950
1601655835472,2020-10-02T12.23.55.472,4.696,-0.240,-0.092,0.966
1601655835482,2020-10-02T12.23.55.482,4.706,-0.232,-0.099,0.978
1601655835492,2020-10-02T12.23.55.492,4.716,-0.219,-0.103,0.972
1601655835503,2020-10-02T12.23.55.503,4.727,-0.223,-0.094,0.960
1601655835512,2020-10-02T12.23.55.512,4.736,-0.229,-0.081,0.953
1601655835522,2020-10-02T12.23.55.522,4.746,-0.226,-0.079,0.948
1601655835532,2020-10-02T12.23.55.532,4.756,-0.226,-0.087,0.948
1601655835542,2020-10-02T12.23.55.542,4.766,-0.237,-0.083,0.951
1601655835551,2020-10-02T12.23.55.551,4.775,-0.221,-0.085,0.953
1601655835561,2020-10-02T12.23.55.561,4.785,-0.214,-0.089,0.939
1601655835572,2020-10-02T12.23.55.572,4.796,-0.220,-0.084,0.927
1601655835582,2020-10-02T12.23.55.582,4.806,-0.233,-0.073,0.930
1601655835592,2020-10-02T12.23.55.592,4.816,-0.229,-0.076,0.944
1601655835601,2020-10-02T12.23.55.601,4.825,-0.219,-0.086,0.948
1601655835611,2020-10-02T12.23.55.611,4.835,-0.234,-0.081,0.948
1601655835621,2020-10-02T12.23.55.621,4.845,-0.240,-0.080,0.942
1601655835632,2020-10-02T12.23.55.632,4.856,-0.237,-0.081,0.940
1601655835640,2020-10-02T12.23.55.640,4.864,-0.229,-0.083,0.940
1601655835651,2020-10-02T12.23.55.651,4.875,-0.222,-0.087,0.937
1601655835661,2020-10-02T12.23.55.661,4.885,-0.222,-0.093,0.940
1601655835671,2020-10-02T12.23.55.671,4.895,-0.224,-0.092,0.947
1601655835681,2020-10-02T12.23.55.681,4.905,-0.221,-0.099,0.950
1601655835690,2020-10-02T12.23.55.690,4.914,-0.222,-0.103,0.951
1601655835700,2020-10-02T12.23.55.700,4.924,-0.229,-0.098,0.958
1601655835711,2020-10-02T12.23.55.711,4.935,-0.222,-0.100,0.962
1601655835721,2020-10-02T12.23.55.721,4.945,-0.215,-0.104,0.956
1601655835730,2020-10-02T12.23.55.730,4.954,-0.214,-0.098,0.948
1601655835740,2020-10-02T12.23.55.740,4.964,-0.219,-0.090,0.949
1601655835750,2020-10-02T12.23.55.750,4.974,-0.231,-0.082,0.950
1601655835761,2020-10-02T12.23.55.761,4.985,-0.226,-0.079,0.957
1601655835771,2020-10-02T12.23.55.771,4.995,-0.231,-0.082,0.954
1601655835780,2020-10-02T12.23.55.780,5.004,-0.233,-0.083,0.958
1601655835790,2020-10-02T12.23.55.790,5.014,-0.227,-0.084,0.957
1601655835800,2020-10-02T12.23.55.800,5.024,-0.228,-0.083,0.949
1601655835810,2020-10-02T12.23.55.810,5.034,-0.231,-0.078,0.947
1601655835819,2020-10-02T12.23.55.819,5.043,-0.232,-0.077,0.945
1601655835829,2020-10-02T12.23.55.829,5.053,-0.223,-0.080,0.941
1601655835840,2020-10-02T12.23.55.840,5.064,-0.216,-0.083,0.936
1601655835850,2020-10-02T12.23.55.850,5.074,-0.224,-0.078,0.932
1601655835860,2020-10-02T12.23.55.860,5.084,-0.239,-0.074,0.930
1601655835869,2020-10-02T12.23.55.869,5.093,-0.244,-0.077,0.943
1601655835879,2020-10-02T12.23.55.879,5.103,-0.238,-0.085,0.958
1601655835889,2020-10-02T12.23.55.889,5.113,-0.248,-0.085,0.958
1601655835900,2020-10-02T12.23.55.900,5.124,-0.246,-0.085,0.953
1601655835908,2020-10-02T12.23.55.908,5.132,-0.233,-0.085,0.949
1601655835919,2020-10-02T12.23.55.919,5.143,-0.225,-0.087,0.944
1601655835929,2020-10-02T12.23.55.929,5.153,-0.219,-0.091,0.947
1601655835939,2020-10-02T12.23.55.939,5.163,-0.210,-0.093,0.942
1601655835950,2020-10-02T12.23.55.950,5.174,-0.201,-0.098,0.934
1601655835958,2020-10-02T12.23.55.958,5.182,-0.199,-0.099,0.927
1601655835969,2020-10-02T12.23.55.969,5.193,-0.208,-0.096,0.925
1601655835979,2020-10-02T12.23.55.979,5.203,-0.226,-0.095,0.929
1601655835989,2020-10-02T12.23.55.989,5.213,-0.228,-0.098,0.935
1601655835998,2020-10-02T12.23.55.998,5.222,-0.228,-0.099,0.953
1601655836008,2020-10-02T12.23.56.008,5.232,-0.228,-0.094,0.967
1601655836018,2020-10-02T12.23.56.018,5.242,-0.229,-0.097,0.966
1601655836029,2020-10-02T12.23.56.029,5.253,-0.222,-0.100,0.969
1601655836039,2020-10-02T12.23.56.039,5.263,-0.219,-0.106,0.974
1601655836048,2020-10-02T12.23.56.048,5.272,-0.224,-0.108,0.973
1601655836058,2020-10-02T12.23.56.058,5.282,-0.227,-0.104,0.970
1601655836068,2020-10-02T12.23.56.068,5.292,-0.240,-0.091,0.962
1601655836078,2020-10-02T12.23.56.078,5.302,-0.254,-0.075,0.956
1601655836087,2020-10-02T12.23.56.087,5.311,-0.230,-0.077,0.950
1601655836097,2020-10-02T12.23.56.097,5.321,-0.210,-0.082,0.926
1601655836108,2020-10-02T12.23.56.108,5.332,-0.212,-0.076,0.905
1601655836118,2020-10-02T12.23.56.118,5.342,-0.222,-0.068,0.905
1601655836128,2020-10-02T12.23.56.128,5.352,-0.214,-0.072,0.908
1601655836137,2020-10-02T12.23.56.137,5.361,-0.202,-0.079,0.904
1601655836147,2020-10-02T12.23.56.147,5.371,-0.210,-0.076,0.914
1601655836158,2020-10-02T12.23.56.158,5.382,-0.227,-0.066,0.930
1601655836168,2020-10-02T12.23.56.168,5.392,-0.235,-0.071,0.950
1601655836177,2020-10-02T12.23.56.177,5.401,-0.235,-0.079,0.966
1601655836187,2020-10-02T12.23.56.187,5.411,-0.234,-0.088,0.963
1601655836197,2020-10-02T12.23.56.197,5.421,-0.222,-0.094,0.983
1601655836207,2020-10-02T12.23.56.207,5.431,-0.213,-0.109,0.993
1601655836218,2020-10-02T12.23.56.218,5.442,-0.215,-0.115,0.990
1601655836226,2020-10-02T12.23.56.226,5.450,-0.221,-0.110,0.986
1601655836237,2020-10-02T12.23.56.237,5.461,-0.231,-0.102,0.974
1601655836247,2020-10-02T12.23.56.247,5.471,-0.245,-0.090,0.965
1601655836257,2020-10-02T12.23.56.257,5.481,-0.244,-0.080,0.965
1601655836266,2020-10-02T12.23.56.266,5.490,-0.237,-0.078,0.950
1601655836276,2020-10-02T12.23.56.276,5.500,-0.234,-0.081,0.932
1601655836286,2020-10-02T12.23.56.286,5.510,-0.231,-0.082,0.930
1601655836297,2020-10-02T12.23.56.297,5.521,-0.221,-0.083,0.932
1601655836307,2020-10-02T12.23.56.307,5.531,-0.214,-0.094,0.933
1601655836316,2020-10-02T12.23.56.316,5.540,-0.220,-0.093,0.926
1601655836326,2020-10-02T12.23.56.326,5.550,-0.228,-0.094,0.931
1601655836336,2020-10-02T12.23.56.336,5.560,-0.231,-0.092,0.942
1601655836346,2020-10-02T12.23.56.346,5.570,-0.220,-0.093,0.947
1601655836355,2020-10-02T12.23.56.355,5.579,-0.219,-0.092,0.949
1601655836366,2020-10-02T12.23.56.366,5.590,-0.223,-0.093,0.948
1601655836376,2020-10-02T12.23.56.376,5.600,-0.230,-0.088,0.953
1601655836386,2020-10-02T12.23.56.386,5.610,-0.232,-0.090,0.957
1601655836396,2020-10-02T12.23.56.396,5.620,-0.221,-0.098,0.964
1601655836405,2020-10-02T12.23.56.405,5.629,-0.222,-0.105,0.954
1601655836415,2020-10-02T12.23.56.415,5.639,-0.223,-0.104,0.954
1601655836426,2020-10-02T12.23.56.426,5.650,-0.214,-0.098,0.958
1601655836436,2020-10-02T12.23.56.436,5.660,-0.213,-0.096,0.943
1601655836445,2020-10-02T12.23.56.445,5.669,-0.238,-0.085,0.934
1601655836455,2020-10-02T12.23.56.455,5.679,-0.231,-0.079,0.949
1601655836465,2020-10-02T12.23.56.465,5.689,-0.209,-0.083,0.944
1601655836475,2020-10-02T12.23.56.475,5.699,-0.213,-0.082,0.935
1601655836486,2020-10-02T12.23.56.486,5.710,-0.218,-0.077,0.946
1601655836494,2020-10-02T12.23.56.494,5.718,-0.228,-0.080,0.950
1601655836505,2020-10-02T12.23.56.505,5.729,-0.224,-0.089,0.952
1601655836515,2020-10-02T12.23.56.515,5.739,-0.226,-0.090,0.953
1601655836525,2020-10-02T12.23.56.525,5.749,-0.238,-0.082,0.950
1601655836534,2020-10-02T12.23.56.534,5.758,-0.240,-0.079,0.945
1601655836544,2020-10-02T12.23.56.544,5.768,-0.234,-0.080,0.942
1601655836554,2020-10-02T12.23.56.554,5.778,-0.234,-0.080,0.942
1601655836565,2020-10-02T12.23.56.565,5.789,-0.229,-0.085,0.952
1601655836575,2020-10-02T12.23.56.575,5.799,-0.220,-0.093,0.955
1601655836584,2020-10-02T12.23.56.584,5.808,-0.212,-0.101,0.953
1601655836594,2020-10-02T12.23.56.594,5.818,-0.216,-0.100,0.952
1601655836604,2020-10-02T12.23.56.604,5.828,-0.225,-0.096,0.952
1601655836615,2020-10-02T12.23.56.615,5.839,-0.233,-0.086,0.950
1601655836623,2020-10-02T12.23.56.623,5.847,-0.221,-0.086,0.947
1601655836634,2020-10-02T12.23.56.634,5.858,-0.210,-0.087,0.937
1601655836644,2020-10-02T12.23.56.644,5.868,-0.206,-0.087,0.927
1601655836654,2020-10-02T12.23.56.654,5.878,-0.209,-0.088,0.927
1601655836664,2020-10-02T12.23.56.664,5.888,-0.210,-0.095,0.933
1601655836673,2020-10-02T12.23.56.673,5.897,-0.211,-0.095,0.939
1601655836683,2020-10-02T12.23.56.683,5.907,-0.212,-0.093,0.937
1601655836694,2020-10-02T12.23.56.694,5.918,-0.223,-0.084,0.937
1601655836704,2020-10-02T12.23.56.704,5.928,-0.230,-0.076,0.941
1601655836713,2020-10-02T12.23.56.713,5.937,-0.233,-0.075,0.957
1601655836723,2020-10-02T12.23.56.723,5.947,-0.239,-0.079,0.971
1601655836733,2020-10-02T12.23.56.733,5.957,-0.244,-0.084,0.977
1601655836743,2020-10-02T12.23.56.743,5.967,-0.249,-0.083,0.971
1601655836754,2020-10-02T12.23.56.754,5.978,-0.250,-0.083,0.975
1601655836762,2020-10-02T12.23.56.762,5.986,-0.232,-0.090,0.978
1601655836773,2020-10-02T12.23.56.773,5.997,-0.223,-0.096,0.954
1601655836783,2020-10-02T12.23.56.783,6.007,-0.219,-0.094,0.939
1601655836793,2020-10-02T12.23.56.793,6.017,-0.210,-0.097,0.935
1601655836802,2020-10-02T12.23.56.802,6.026,-0.202,-0.103,0.927
1601655836812,2020-10-02T12.23.56.812,6.036,-0.198,-0.104,0.922
1601655836823,2020-10-02T12.23.56.823,6.047,-0.205,-0.103,0.916
1601655836833,2020-10-02T12.23.56.833,6.057,-0.206,-0.102,0.918
1601655836843,2020-10-02T12.23.56.843,6.067,-0.211,-0.095,0.926
1601655836852,2020-10-02T12.23.56.852,6.076,-0.221,-0.091,0.932
1601655836862,2020-10-02T12.23.56.862,6.086,-0.229,-0.087,0.946
1601655836872,2020-10-02T12.23.56.872,6.096,-0.232,-0.087,0.968
1601655836883,2020-10-02T12.23.56.883,6.107,-0.238,-0.089,0.982
1601655836893,2020-10-02T12.23.56.893,6.117,-0.237,-0.090,0.989
1601655836902,2020-10-02T12.23.56.902,6.126,-0.229,-0.090,0.990
1601655836912,2020-10-02T12.23.56.912,6.136,-0.234,-0.086,0.980
1601655836922,2020-10-02T12.23.56.922,6.146,-0.234,-0.082,0.975
1601655836932,2020-10-02T12.23.56.932,6.156,-0.232,-0.080,0.960
1601655836941,2020-10-02T12.23.56.941,6.165,-0.242,-0.069,0.940
1601655836951,2020-10-02T12.23.56.951,6.175,-0.241,-0.061,0.933
1601655836962,2020-10-02T12.23.56.962,6.186,-0.235,-0.065,0.916
1601655836972,2020-10-02T12.23.56.972,6.196,-0.240,-0.065,0.901
1601655836982,2020-10-02T12.23.56.982,6.206,-0.234,-0.062,0.909
1601655836991,2020-10-02T12.23.56.991,6.215,-0.229,-0.066,0.909
1601655837001,2020-10-02T12.23.57.001,6.225,-0.232,-0.070,0.908
1601655837012,2020-10-02T12.23.57.012,6.236,-0.236,-0.070,0.919
1601655837022,2020-10-02T12.23.57.022,6.246,-0.239,-0.075,0.931
1601655837031,2020-10-02T12.23.57.031,6.255,-0.237,-0.088,0.944
1601655837041,2020-10-02T12.23.57.041,6.265,-0.237,-0.097,0.955
1601655837051,2020-10-02T12.23.57.051,6.275,-0.232,-0.097,0.969
1601655837061,2020-10-02T12.23.57.061,6.285,-0.219,-0.103,0.979
1601655837072,2020-10-02T12.23.57.072,6.296,-0.206,-0.111,0.976
1601655837080,2020-10-02T12.23.57.080,6.304,-0.208,-0.112,0.971
1601655837091,2020-10-02T12.23.57.091,6.315,-0.220,-0.106,0.968
1601655837101,2020-10-02T12.23.57.101,6.325,-0.227,-0.098,0.973
1601655837111,2020-10-02T12.23.57.111,6.335,-0.225,-0.098,0.971
1601655837120,2020-10-02T12.23.57.120,6.344,-0.213,-0.094,0.969
1601655837130,2020-10-02T12.23.57.130,6.354,-0.212,-0.089,0.940
1601655837140,2020-10-02T12.23.57.140,6.364,-0.220,-0.078,0.926
1601655837151,2020-10-02T12.23.57.151,6.375,-0.222,-0.077,0.938
1601655837161,2020-10-02T12.23.57.161,6.385,-0.231,-0.079,0.943
1601655837170,2020-10-02T12.23.57.170,6.394,-0.231,-0.075,0.947
1601655837180,2020-10-02T12.23.57.180,6.404,-0.232,-0.072,0.934
1601655837190,2020-10-02T12.23.57.190,6.414,-0.244,-0.063,0.922
1601655837200,2020-10-02T12.23.57.200,6.424,-0.241,-0.060,0.937
1601655837209,2020-10-02T12.23.57.209,6.433,-0.238,-0.064,0.946
1601655837220,2020-10-02T12.23.57.220,6.444,-0.241,-0.068,0.943
1601655837230,2020-10-02T12.23.57.230,6.454,-0.238,-0.071,0.950
1601655837240,2020-10-02T12.23.57.240,6.464,-0.237,-0.073,0.949
1601655837250,2020-10-02T12.23.57.250,6.474,-0.232,-0.080,0.946
1601655837259,2020-10-02T12.23.57.259,6.483,-0.210,-0.087,0.952
1601655837269,2020-10-02T12.23.57.269,6.493,-0.227,-0.087,0.946
1601655837280,2020-10-02T12.23.57.280,6.504,-0.242,-0.077,0.955
1601655837290,2020-10-02T12.23.57.290,6.514,-0.230,-0.081,0.963
1601655837299,2020-10-02T12.23.57.299,6.523,-0.221,-0.089,0.950
1601655837309,2020-10-02T12.23.57.309,6.533,-0.225,-0.086,0.948
1601655837319,2020-10-02T12.23.57.319,6.543,-0.228,-0.081,0.964
1601655837329,2020-10-02T12.23.57.329,6.553,-0.212,-0.091,0.971
1601655837340,2020-10-02T12.23.57.340,6.564,-0.206,-0.097,0.960
1601655837348,2020-10-02T12.23.57.348,6.572,-0.217,-0.090,0.956
1601655837359,2020-10-02T12.23.57.359,6.583,-0.218,-0.084,0.962
1601655837369,2020-10-02T12.23.57.369,6.593,-0.213,-0.085,0.948
1601655837379,2020-10-02T12.23.57.379,6.603,-0.220,-0.080,0.942
1601655837388,2020-10-02T12.23.57.388,6.612,-0.249,-0.069,0.941
1601655837398,2020-10-02T12.23.57.398,6.622,-0.241,-0.068,0.955
1601655837408,2020-10-02T12.23.57.408,6.632,-0.215,-0.082,0.946
1601655837419,2020-10-02T12.23.57.419,6.643,-0.224,-0.080,0.933
1601655837429,2020-10-02T12.23.57.429,6.653,-0.237,-0.074,0.942
1601655837438,2020-10-02T12.23.57.438,6.662,-0.241,-0.080,0.939
1601655837448,2020-10-02T12.23.57.448,6.672,-0.233,-0.088,0.941
1601655837458,2020-10-02T12.23.57.458,6.682,-0.227,-0.089,0.951
1601655837469,2020-10-02T12.23.57.469,6.693,-0.237,-0.083,0.951
1601655837477,2020-10-02T12.23.57.477,6.701,-0.235,-0.076,0.947
1601655837488,2020-10-02T12.23.57.488,6.712,-0.226,-0.077,0.947
1601655837498,2020-10-02T12.23.57.498,6.722,-0.224,-0.080,0.945
1601655837508,2020-10-02T12.23.57.508,6.732,-0.240,-0.075,0.941
1601655837518,2020-10-02T12.23.57.518,6.742,-0.227,-0.079,0.948
1601655837527,2020-10-02T12.23.57.527,6.751,-0.206,-0.091,0.944
1601655837537,2020-10-02T12.23.57.537,6.761,-0.216,-0.091,0.935
1601655837548,2020-10-02T12.23.57.548,6.772,-0.225,-0.089,0.943
1601655837558,2020-10-02T12.23.57.558,6.782,-0.228,-0.090,0.944
1601655837567,2020-10-02T12.23.57.567,6.791,-0.232,-0.086,0.938
1601655837577,2020-10-02T12.23.57.577,6.801,-0.221,-0.082,0.942
1601655837587,2020-10-02T12.23.57.587,6.811,-0.232,-0.072,0.937
1601655837597,2020-10-02T12.23.57.597,6.821,-0.233,-0.066,0.942
1601655837608,2020-10-02T12.23.57.608,6.832,-0.224,-0.072,0.940
1601655837617,2020-10-02T12.23.57.617,6.841,-0.223,-0.076,0.943
1601655837627,2020-10-02T12.23.57.627,6.851,-0.214,-0.078,0.962
1601655837637,2020-10-02T12.23.57.637,6.861,-0.214,-0.078,0.954
1601655837647,2020-10-02T12.23.57.647,6.871,-0.222,-0.079,0.948
1601655837656,2020-10-02T12.23.57.656,6.880,-0.235,-0.075,0.960
1601655837666,2020-10-02T12.23.57.666,6.890,-0.234,-0.077,0.968
1601655837677,2020-10-02T12.23.57.677,6.901,-0.226,-0.079,0.965
1601655837687,2020-10-02T12.23.57.687,6.911,-0.226,-0.077,0.969
1601655837697,2020-10-02T12.23.57.697,6.921,-0.225,-0.084,0.970
1601655837706,2020-10-02T12.23.57.706,6.930,-0.230,-0.085,0.965
1601655837716,2020-10-02T12.23.57.716,6.940,-0.230,-0.085,0.969
1601655837726,2020-10-02T12.23.57.726,6.950,-0.228,-0.086,0.956
1601655837737,2020-10-02T12.23.57.737,6.961,-0.234,-0.086,0.949
