epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1601655857953,2020-10-02T12.24.17.953,27.167,139.360,-20.229,22.317
1601655857963,2020-10-02T12.24.17.963,27.177,149.055,-19.588,24.787
1601655857972,2020-10-02T12.24.17.972,27.186,156.418,-15.854,26.738
1601655857982,2020-10-02T12.24.17.982,27.196,162.820,-11.707,28.125
1601655857992,2020-10-02T12.24.17.992,27.206,169.573,-7.226,26.280
1601655858003,2020-10-02T12.24.18.003,27.217,176.418,-5.030,21.418
1601655858013,2020-10-02T12.24.18.013,27.227,182.729,-8.186,14.360
1601655858022,2020-10-02T12.24.18.022,27.236,191.128,-12.622,7.439
1601655858032,2020-10-02T12.24.18.032,27.246,199.360,-13.582,3.262
1601655858042,2020-10-02T12.24.18.042,27.256,206.159,-10.427,0.457
1601655858053,2020-10-02T12.24.18.053,27.267,213.750,-6.372,-1.692
1601655858061,2020-10-02T12.24.18.061,27.275,225.427,-5.915,-4.055
1601655858072,2020-10-02T12.24.18.072,27.286,241.311,-8.018,-6.189
1601655858082,2020-10-02T12.24.18.082,27.296,258.399,-11.753,-9.192
1601655858092,2020-10-02T12.24.18.092,27.306,272.058,-10.640,-10.122
1601655858102,2020-10-02T12.24.18.102,27.316,280.747,-0.030,-5.610
1601655858111,2020-10-02T12.24.18.111,27.325,282.287,14.726,1.098
1601655858121,2020-10-02T12.24.18.121,27.335,275.518,27.774,5.716
1601655858132,2020-10-02T12.24.18.132,27.346,261.982,33.171,4.329
1601655858142,2020-10-02T12.24.18.142,27.356,250.122,33.034,-0.915
1601655858151,2020-10-02T12.24.18.151,27.365,243.491,30.168,-6.768
1601655858161,2020-10-02T12.24.18.161,27.375,244.040,28.430,-12.729
1601655858171,2020-10-02T12.24.18.171,27.385,253.064,18.430,-20.091
1601655858181,2020-10-02T12.24.18.181,27.395,268.155,-1.707,-26.265
1601655858192,2020-10-02T12.24.18.192,27.406,284.893,-13.872,-28.902
1601655858200,2020-10-02T12.24.18.200,27.414,296.723,-7.835,-26.052
1601655858211,2020-10-02T12.24.18.211,27.425,296.875,16.326,-15.640
1601655858221,2020-10-02T12.24.18.221,27.435,286.235,52.652,-1.387
1601655858231,2020-10-02T12.24.18.231,27.445,271.616,88.262,10.366
1601655858240,2020-10-02T12.24.18.240,27.454,259.497,105.259,14.009
1601655858250,2020-10-02T12.24.18.250,27.464,253.704,96.585,8.034
1601655858261,2020-10-02T12.24.18.261,27.475,260.244,68.826,-2.759
1601655858271,2020-10-02T12.24.18.271,27.485,278.049,32.180,-13.506
1601655858281,2020-10-02T12.24.18.281,27.495,303.232,-4.832,-20.503
1601655858290,2020-10-02T12.24.18.290,27.504,318.628,-27.973,-24.482
1601655858300,2020-10-02T12.24.18.300,27.514,306.387,-3.049,-17.744
1601655858310,2020-10-02T12.24.18.310,27.524,279.131,70.381,1.448
1601655858321,2020-10-02T12.24.18.321,27.535,255.549,144.223,23.323
1601655858329,2020-10-02T12.24.18.329,27.543,244.482,186.494,36.631
1601655858340,2020-10-02T12.24.18.340,27.554,242.149,187.546,39.939
1601655858350,2020-10-02T12.24.18.350,27.564,241.921,161.402,34.726
1601655858360,2020-10-02T12.24.18.360,27.574,244.680,125.030,26.204
1601655858370,2020-10-02T12.24.18.370,27.584,248.659,86.997,16.601
1601655858379,2020-10-02T12.24.18.379,27.593,252.881,54.375,7.256
1601655858389,2020-10-02T12.24.18.389,27.603,250.000,37.241,2.759
1601655858400,2020-10-02T12.24.18.400,27.614,237.393,48.857,6.082
1601655858410,2020-10-02T12.24.18.410,27.624,223.232,80.076,15.808
1601655858419,2020-10-02T12.24.18.419,27.633,210.564,118.293,20.976
1601655858429,2020-10-02T12.24.18.429,27.643,202.271,143.445,26.555
1601655858439,2020-10-02T12.24.18.439,27.653,191.677,145.000,27.485
1601655858450,2020-10-02T12.24.18.450,27.664,175.793,126.524,22.287
1601655858460,2020-10-02T12.24.18.460,27.674,159.497,95.579,16.280
1601655858469,2020-10-02T12.24.18.469,27.683,136.966,63.293,10.076
1601655858479,2020-10-02T12.24.18.479,27.693,115.076,40.442,5.976
1601655858489,2020-10-02T12.24.18.489,27.703,96.555,33.841,4.665
1601655858499,2020-10-02T12.24.18.499,27.713,77.957,44.390,6.418
1601655858508,2020-10-02T12.24.18.508,27.722,61.280,58.902,8.659
1601655858518,2020-10-02T12.24.18.518,27.732,49.421,64.527,10.107
1601655858529,2020-10-02T12.24.18.529,27.743,41.951,60.122,12.271
1601655858539,2020-10-02T12.24.18.539,27.753,35.854,51.037,14.055
1601655858549,2020-10-02T12.24.18.549,27.763,27.195,42.851,13.476
1601655858558,2020-10-02T12.24.18.558,27.772,16.204,33.399,12.271
1601655858568,2020-10-02T12.24.18.568,27.782,6.067,20.777,10.823
1601655858578,2020-10-02T12.24.18.578,27.792,-4.451,10.549,8.704
1601655858589,2020-10-02T12.24.18.589,27.803,-14.848,5.442,5.777
1601655858597,2020-10-02T12.24.18.597,27.811,-24.085,5.777,4.223
1601655858608,2020-10-02T12.24.18.608,27.822,-32.546,9.238,3.674
1601655858618,2020-10-02T12.24.18.618,27.832,-37.378,10.686,3.232
1601655858628,2020-10-02T12.24.18.628,27.842,-36.280,7.180,3.323
1601655858638,2020-10-02T12.24.18.638,27.852,-31.753,1.753,2.729
1601655858647,2020-10-02T12.24.18.647,27.861,-26.280,-3.415,0.747
1601655858658,2020-10-02T12.24.18.658,27.872,-19.466,-7.119,-2.165
1601655858668,2020-10-02T12.24.18.668,27.882,-13.567,-8.049,-5.015
1601655858678,2020-10-02T12.24.18.678,27.892,-13.796,-6.387,-5.762
1601655858688,2020-10-02T12.24.18.688,27.902,-18.460,-0.610,-6.021
1601655858697,2020-10-02T12.24.18.697,27.911,-22.256,4.741,-8.079
1601655858707,2020-10-02T12.24.18.707,27.921,-24.802,4.375,-10.777
1601655858718,2020-10-02T12.24.18.718,27.932,-25.610,1.402,-12.652
1601655858728,2020-10-02T12.24.18.728,27.942,-23.887,-0.960,-13.018
1601655858737,2020-10-02T12.24.18.737,27.951,-19.970,-1.585,-12.073
1601655858747,2020-10-02T12.24.18.747,27.961,-13.399,-3.018,-8.811
1601655858757,2020-10-02T12.24.18.757,27.971,-7.805,-4.146,-6.098
1601655858767,2020-10-02T12.24.18.767,27.981,-5.229,-2.241,-4.848
1601655858778,2020-10-02T12.24.18.778,27.992,-3.720,1.113,-3.216
1601655858786,2020-10-02T12.24.18.786,28.000,-2.149,1.982,-1.570
1601655858797,2020-10-02T12.24.18.797,28.011,-1.387,0.046,-1.707
1601655858807,2020-10-02T12.24.18.807,28.021,-0.915,-1.235,-2.713
1601655858817,2020-10-02T12.24.18.817,28.031,-0.595,-0.686,-3.110
1601655858826,2020-10-02T12.24.18.826,28.040,-0.152,0.168,-3.018
1601655858836,2020-10-02T12.24.18.836,28.050,0.793,0.671,-3.521
1601655858846,2020-10-02T12.24.18.846,28.060,3.018,1.677,-2.866
1601655858857,2020-10-02T12.24.18.857,28.071,5.915,3.049,-0.732
1601655858867,2020-10-02T12.24.18.867,28.081,7.378,5.686,-0.595
1601655858876,2020-10-02T12.24.18.876,28.090,6.585,7.409,-2.271
1601655858886,2020-10-02T12.24.18.886,28.100,3.186,8.018,-4.390
1601655858896,2020-10-02T12.24.18.896,28.110,0.030,8.247,-5.808
1601655858907,2020-10-02T12.24.18.907,28.121,-1.006,6.250,-5.351
1601655858915,2020-10-02T12.24.18.915,28.129,-1.341,3.323,-3.963
1601655858926,2020-10-02T12.24.18.926,28.140,-2.470,0.960,-2.012
1601655858936,2020-10-02T12.24.18.936,28.150,-5.396,1.402,1.311
1601655858946,2020-10-02T12.24.18.946,28.160,-8.598,5.198,3.689
1601655858956,2020-10-02T12.24.18.956,28.170,-9.588,9.756,4.207
1601655858965,2020-10-02T12.24.18.965,28.179,-8.887,10.518,4.024
1601655858975,2020-10-02T12.24.18.975,28.189,-8.049,7.439,3.125
1601655858986,2020-10-02T12.24.18.986,28.200,-7.226,3.079,2.530
1601655858996,2020-10-02T12.24.18.996,28.210,-6.570,-0.762,2.134
1601655859005,2020-10-02T12.24.19.005,28.219,-6.997,-2.348,1.448
1601655859015,2020-10-02T12.24.19.015,28.229,-7.896,-2.576,0.884
1601655859025,2020-10-02T12.24.19.025,28.239,-8.506,-2.881,0.335
1601655859035,2020-10-02T12.24.19.035,28.249,-9.741,-2.881,-0.320
1601655859046,2020-10-02T12.24.19.046,28.260,-11.204,-1.921,-0.351
1601655859054,2020-10-02T12.24.19.054,28.268,-11.829,-0.366,-0.503
1601655859065,2020-10-02T12.24.19.065,28.279,-11.723,1.098,-1.159
1601655859075,2020-10-02T12.24.19.075,28.289,-11.631,1.250,-2.622
1601655859085,2020-10-02T12.24.19.085,28.299,-13.476,-0.305,-4.680
1601655859094,2020-10-02T12.24.19.094,28.308,-15.595,-1.875,-5.838
1601655859104,2020-10-02T12.24.19.104,28.318,-16.753,-4.070,-6.494
1601655859115,2020-10-02T12.24.19.115,28.329,-18.262,-6.204,-7.195
1601655859125,2020-10-02T12.24.19.125,28.339,-19.970,-7.851,-8.918
1601655859135,2020-10-02T12.24.19.135,28.349,-21.098,-9.024,-10.823
1601655859144,2020-10-02T12.24.19.144,28.358,-21.570,-8.948,-10.716
1601655859154,2020-10-02T12.24.19.154,28.368,-23.659,-5.244,-9.680
1601655859164,2020-10-02T12.24.19.164,28.378,-29.695,1.341,-8.780
1601655859175,2020-10-02T12.24.19.175,28.389,-37.576,6.890,-8.796
1601655859183,2020-10-02T12.24.19.183,28.397,-42.119,8.003,-9.695
1601655859194,2020-10-02T12.24.19.194,28.408,-45.335,2.622,-11.220
1601655859204,2020-10-02T12.24.19.204,28.418,-49.299,-8.049,-14.055
1601655859214,2020-10-02T12.24.19.214,28.428,-54.345,-23.735,-18.689
1601655859224,2020-10-02T12.24.19.224,28.438,-58.948,-40.427,-22.180
1601655859233,2020-10-02T12.24.19.233,28.447,-65.534,-49.177,-23.948
1601655859243,2020-10-02T12.24.19.243,28.457,-74.954,-50.168,-24.985
1601655859254,2020-10-02T12.24.19.254,28.468,-85.503,-46.890,-25.061
1601655859264,2020-10-02T12.24.19.264,28.478,-96.768,-43.247,-24.238
1601655859273,2020-10-02T12.24.19.273,28.487,-106.280,-43.994,-25.534
1601655859283,2020-10-02T12.24.19.283,28.497,-113.979,-49.695,-27.835
1601655859293,2020-10-02T12.24.19.293,28.507,-122.622,-59.527,-30.899
1601655859304,2020-10-02T12.24.19.304,28.518,-134.009,-68.430,-34.512
1601655859314,2020-10-02T12.24.19.314,28.528,-148.689,-72.912,-37.774
1601655859323,2020-10-02T12.24.19.323,28.537,-163.460,-73.628,-39.893
1601655859333,2020-10-02T12.24.19.333,28.547,-176.204,-72.104,-39.695
1601655859343,2020-10-02T12.24.19.343,28.557,-188.720,-60.869,-34.939
1601655859353,2020-10-02T12.24.19.353,28.567,-201.753,-39.146,-26.143
1601655859362,2020-10-02T12.24.19.362,28.576,-213.979,-18.216,-19.466
1601655859372,2020-10-02T12.24.19.372,28.586,-221.098,-10.000,-19.040
1601655859383,2020-10-02T12.24.19.383,28.597,-226.555,-15.030,-21.829
1601655859393,2020-10-02T12.24.19.393,28.607,-234.527,-29.192,-27.271
1601655859403,2020-10-02T12.24.19.403,28.617,-244.101,-45.915,-36.341
1601655859412,2020-10-02T12.24.19.412,28.626,-251.540,-58.598,-45.457
1601655859422,2020-10-02T12.24.19.422,28.636,-261.860,-64.512,-49.817
1601655859432,2020-10-02T12.24.19.432,28.646,-270.854,-61.067,-50.244
1601655859443,2020-10-02T12.24.19.443,28.657,-273.506,-51.311,-44.726
1601655859451,2020-10-02T12.24.19.451,28.665,-278.140,-39.665,-37.851
1601655859462,2020-10-02T12.24.19.462,28.676,-287.302,-27.927,-37.698
1601655859472,2020-10-02T12.24.19.472,28.686,-294.634,-17.652,-38.872
1601655859482,2020-10-02T12.24.19.482,28.696,-298.277,-10.152,-41.890
1601655859492,2020-10-02T12.24.19.492,28.706,-299.116,-7.637,-47.729
1601655859501,2020-10-02T12.24.19.501,28.715,-296.006,-9.360,-51.296
1601655859512,2020-10-02T12.24.19.512,28.726,-293.232,-14.497,-49.970
1601655859522,2020-10-02T12.24.19.522,28.736,-296.418,-14.070,-49.970
1601655859532,2020-10-02T12.24.19.532,28.746,-302.180,-4.680,-50.732
1601655859541,2020-10-02T12.24.19.541,28.755,-303.216,6.509,-54.238
1601655859551,2020-10-02T12.24.19.551,28.765,-293.201,14.954,-57.195
1601655859561,2020-10-02T12.24.19.561,28.775,-284.421,15.915,-57.820
1601655859572,2020-10-02T12.24.19.572,28.786,-281.082,11.326,-59.421
1601655859582,2020-10-02T12.24.19.582,28.796,-280.716,4.146,-63.171
1601655859591,2020-10-02T12.24.19.591,28.805,-283.476,-3.171,-69.497
1601655859601,2020-10-02T12.24.19.601,28.815,-286.174,-12.759,-76.204
1601655859611,2020-10-02T12.24.19.611,28.825,-283.674,-28.598,-81.723
1601655859621,2020-10-02T12.24.19.621,28.835,-274.741,-45.030,-85.076
1601655859630,2020-10-02T12.24.19.630,28.844,-259.893,-56.280,-88.491
1601655859640,2020-10-02T12.24.19.640,28.854,-247.744,-61.555,-86.829
1601655859651,2020-10-02T12.24.19.651,28.865,-242.668,-56.296,-79.695
1601655859661,2020-10-02T12.24.19.661,28.875,-233.948,-48.369,-73.720
1601655859671,2020-10-02T12.24.19.671,28.885,-225.625,-41.631,-70.976
1601655859680,2020-10-02T12.24.19.680,28.894,-221.418,-36.159,-70.305
1601655859690,2020-10-02T12.24.19.690,28.904,-214.329,-26.875,-71.997
1601655859700,2020-10-02T12.24.19.700,28.914,-203.552,-18.491,-74.009
1601655859711,2020-10-02T12.24.19.711,28.925,-194.345,-19.954,-71.204
1601655859720,2020-10-02T12.24.19.720,28.934,-182.470,-30.869,-68.186
1601655859730,2020-10-02T12.24.19.730,28.944,-164.726,-43.811,-70.991
1601655859740,2020-10-02T12.24.19.740,28.954,-140.899,-61.768,-74.680
1601655859750,2020-10-02T12.24.19.750,28.964,-118.704,-79.695,-78.796
1601655859761,2020-10-02T12.24.19.761,28.975,-105.640,-80.808,-81.677
1601655859769,2020-10-02T12.24.19.769,28.983,-90.610,-67.927,-81.905
1601655859780,2020-10-02T12.24.19.780,28.994,-71.799,-51.905,-76.372
1601655859790,2020-10-02T12.24.19.790,29.004,-48.095,-38.354,-61.966
1601655859800,2020-10-02T12.24.19.800,29.014,-21.463,-27.881,-41.387
1601655859809,2020-10-02T12.24.19.809,29.023,3.216,-21.418,-11.280
1601655859819,2020-10-02T12.24.19.819,29.033,22.546,-9.710,18.506
1601655859829,2020-10-02T12.24.19.829,29.043,37.317,6.448,38.887
1601655859840,2020-10-02T12.24.19.840,29.054,50.213,19.314,51.311
1601655859850,2020-10-02T12.24.19.850,29.064,66.037,26.037,58.735
1601655859859,2020-10-02T12.24.19.859,29.073,85.595,24.832,58.308
1601655859869,2020-10-02T12.24.19.869,29.083,104.710,16.524,54.832
1601655859879,2020-10-02T12.24.19.879,29.093,124.665,3.232,48.613
1601655859889,2020-10-02T12.24.19.889,29.103,145.671,-13.918,38.277
1601655859898,2020-10-02T12.24.19.898,29.112,163.933,-30.244,26.845
1601655859908,2020-10-02T12.24.19.908,29.122,175.183,-39.649,20.122
1601655859919,2020-10-02T12.24.19.919,29.133,180.076,-41.143,16.418
1601655859929,2020-10-02T12.24.19.929,29.143,179.878,-36.341,13.872
1601655859939,2020-10-02T12.24.19.939,29.153,177.012,-29.787,13.445
1601655859948,2020-10-02T12.24.19.948,29.162,175.503,-19.588,14.451
1601655859958,2020-10-02T12.24.19.958,29.172,175.838,-6.433,14.345
1601655859969,2020-10-02T12.24.19.969,29.183,176.921,5.869,9.832
1601655859979,2020-10-02T12.24.19.979,29.193,178.018,15.579,2.729
1601655859988,2020-10-02T12.24.19.988,29.202,181.220,22.439,-7.210
1601655859998,2020-10-02T12.24.19.998,29.212,184.924,23.232,-19.634
1601655860008,2020-10-02T12.24.20.008,29.222,186.540,17.424,-29.848
1601655860018,2020-10-02T12.24.20.018,29.232,187.546,4.024,-40.838
1601655860029,2020-10-02T12.24.20.029,29.243,192.043,-13.552,-53.979
1601655860037,2020-10-02T12.24.20.037,29.251,206.082,-29.345,-59.924
1601655860048,2020-10-02T12.24.20.048,29.262,232.073,-39.405,-51.784
1601655860058,2020-10-02T12.24.20.058,29.272,263.659,-37.485,-36.524
1601655860068,2020-10-02T12.24.20.068,29.282,284.863,-15.610,-23.186
1601655860078,2020-10-02T12.24.20.078,29.292,290.137,21.845,-11.402
1601655860087,2020-10-02T12.24.20.087,29.301,285.793,61.052,0.000
1601655860097,2020-10-02T12.24.20.097,29.311,276.860,92.134,8.826
1601655860108,2020-10-02T12.24.20.108,29.322,266.570,107.210,13.537
1601655860118,2020-10-02T12.24.20.118,29.332,255.915,107.668,13.430
1601655860127,2020-10-02T12.24.20.127,29.341,244.329,98.582,11.921
1601655860137,2020-10-02T12.24.20.137,29.351,235.305,80.762,12.912
1601655860147,2020-10-02T12.24.20.147,29.361,233.598,59.223,14.939
1601655860158,2020-10-02T12.24.20.158,29.372,240.930,37.927,14.116
1601655860168,2020-10-02T12.24.20.168,29.382,253.552,22.607,12.790
1601655860177,2020-10-02T12.24.20.177,29.391,264.223,18.140,11.601
1601655860187,2020-10-02T12.24.20.187,29.401,265.091,30.716,8.994
1601655860197,2020-10-02T12.24.20.197,29.411,261.921,52.698,6.966
1601655860207,2020-10-02T12.24.20.207,29.421,258.140,76.585,7.835
1601655860216,2020-10-02T12.24.20.216,29.430,252.591,96.616,7.149
1601655860226,2020-10-02T12.24.20.226,29.440,244.284,104.527,9.726
1601655860237,2020-10-02T12.24.20.237,29.451,236.494,102.470,13.415
1601655860247,2020-10-02T12.24.20.247,29.461,228.841,92.226,14.924
1601655860257,2020-10-02T12.24.20.257,29.471,221.921,80.473,14.787
1601655860266,2020-10-02T12.24.20.266,29.480,220.274,66.601,15.259
1601655860276,2020-10-02T12.24.20.276,29.490,226.738,49.802,12.835
1601655860286,2020-10-02T12.24.20.286,29.500,236.753,34.527,5.640
1601655860297,2020-10-02T12.24.20.297,29.511,242.317,23.613,-6.143
1601655860305,2020-10-02T12.24.20.305,29.519,239.604,23.354,-16.463
1601655860316,2020-10-02T12.24.20.316,29.530,229.878,44.817,-23.735
1601655860326,2020-10-02T12.24.20.326,29.540,217.607,78.430,-27.927
1601655860336,2020-10-02T12.24.20.336,29.550,206.845,107.241,-31.159
1601655860346,2020-10-02T12.24.20.346,29.560,201.082,123.384,-37.515
1601655860355,2020-10-02T12.24.20.355,29.569,199.787,121.387,-47.256
1601655860366,2020-10-02T12.24.20.366,29.580,196.875,99.588,-57.622
1601655860376,2020-10-02T12.24.20.376,29.590,189.238,67.454,-64.345
1601655860386,2020-10-02T12.24.20.386,29.600,179.024,34.451,-65.381
1601655860395,2020-10-02T12.24.20.395,29.609,168.323,4.756,-59.070
1601655860405,2020-10-02T12.24.20.405,29.619,156.860,-14.939,-47.530
1601655860415,2020-10-02T12.24.20.415,29.629,140.259,-11.875,-35.884
1601655860426,2020-10-02T12.24.20.426,29.640,119.405,13.049,-25.930
1601655860436,2020-10-02T12.24.20.436,29.650,93.811,50.152,-17.515
1601655860445,2020-10-02T12.24.20.445,29.659,68.369,84.771,-12.119
1601655860455,2020-10-02T12.24.20.455,29.669,50.793,105.366,-7.988
1601655860465,2020-10-02T12.24.20.465,29.679,41.128,108.704,-6.402
1601655860475,2020-10-02T12.24.20.475,29.689,35.991,95.762,-5.595
1601655860484,2020-10-02T12.24.20.484,29.698,34.070,76.799,-4.116
1601655860494,2020-10-02T12.24.20.494,29.708,31.113,59.360,-0.884
1601655860505,2020-10-02T12.24.20.505,29.719,25.381,47.866,4.024
1601655860515,2020-10-02T12.24.20.515,29.729,18.171,43.338,9.939
1601655860525,2020-10-02T12.24.20.525,29.739,8.979,43.110,16.280
1601655860534,2020-10-02T12.24.20.534,29.748,-2.119,46.113,20.884
1601655860544,2020-10-02T12.24.20.544,29.758,-12.530,48.095,22.317
1601655860554,2020-10-02T12.24.20.554,29.768,-19.253,46.829,22.485
1601655860565,2020-10-02T12.24.20.565,29.779,-21.402,41.189,23.018
1601655860574,2020-10-02T12.24.20.574,29.788,-20.838,31.113,23.186
1601655860584,2020-10-02T12.24.20.584,29.798,-17.896,18.674,22.348
1601655860594,2020-10-02T12.24.20.594,29.808,-11.387,6.235,20.945
1601655860604,2020-10-02T12.24.20.604,29.818,-5.427,-3.582,19.177
1601655860615,2020-10-02T12.24.20.615,29.829,-1.570,-7.576,16.905
1601655860623,2020-10-02T12.24.20.623,29.837,-0.869,-6.311,13.796
1601655860634,2020-10-02T12.24.20.634,29.848,-2.851,-2.896,10.564
1601655860644,2020-10-02T12.24.20.644,29.858,-5.579,0.412,7.942
1601655860654,2020-10-02T12.24.20.654,29.868,-8.110,1.784,5.762
1601655860663,2020-10-02T12.24.20.663,29.877,-9.466,-0.823,3.262
1601655860673,2020-10-02T12.24.20.673,29.887,-10.320,-6.067,1.646
1601655860683,2020-10-02T12.24.20.683,29.897,-9.954,-9.436,0.579
1601655860694,2020-10-02T12.24.20.694,29.908,-9.040,-10.960,-0.244
1601655860704,2020-10-02T12.24.20.704,29.918,-7.287,-9.848,-1.220
1601655860713,2020-10-02T12.24.20.713,29.927,-5.762,-7.729,-2.241
1601655860723,2020-10-02T12.24.20.723,29.937,-4.878,-6.555,-3.155
1601655860733,2020-10-02T12.24.20.733,29.947,-5.244,-5.335,-3.643
1601655860743,2020-10-02T12.24.20.743,29.957,-5.595,-3.064,-3.628
1601655860752,2020-10-02T12.24.20.752,29.966,-6.509,-1.143,-2.576
1601655860762,2020-10-02T12.24.20.762,29.976,-7.317,0.046,-1.814
1601655860773,2020-10-02T12.24.20.773,29.987,-6.738,-1.037,-1.738
1601655860783,2020-10-02T12.24.20.783,29.997,-5.427,-3.369,-2.546
1601655860793,2020-10-02T12.24.20.793,30.007,-4.817,-6.296,-2.942
1601655860802,2020-10-02T12.24.20.802,30.016,-5.869,-8.552,-2.790
1601655860812,2020-10-02T12.24.20.812,30.026,-7.104,-8.704,-2.790
1601655860823,2020-10-02T12.24.20.823,30.037,-7.973,-7.835,-2.988
1601655860833,2020-10-02T12.24.20.833,30.047,-7.119,-6.113,-2.652
1601655860842,2020-10-02T12.24.20.842,30.056,-5.549,-4.405,-2.165
1601655860852,2020-10-02T12.24.20.852,30.066,-3.018,-4.558,-0.732
1601655860862,2020-10-02T12.24.20.862,30.076,-0.351,-6.997,1.098
1601655860872,2020-10-02T12.24.20.872,30.086,-0.290,-9.695,3.308
1601655860883,2020-10-02T12.24.20.883,30.097,-2.317,-11.128,4.710
1601655860891,2020-10-02T12.24.20.891,30.105,-5.716,-13.476,5.046
1601655860902,2020-10-02T12.24.20.902,30.116,-8.460,-16.982,4.207
1601655860912,2020-10-02T12.24.20.912,30.126,-7.027,-20.061,3.049
1601655860922,2020-10-02T12.24.20.922,30.136,-5.198,-21.037,2.729
1601655860931,2020-10-02T12.24.20.931,30.145,-5.442,-19.329,3.095
1601655860941,2020-10-02T12.24.20.941,30.155,-6.905,-14.482,3.674
1601655860951,2020-10-02T12.24.20.951,30.165,-10.046,-6.555,4.756
1601655860962,2020-10-02T12.24.20.962,30.176,-12.759,-0.960,5.549
1601655860972,2020-10-02T12.24.20.972,30.186,-12.790,0.777,6.128
1601655860981,2020-10-02T12.24.20.981,30.195,-11.524,-0.777,5.899
1601655860991,2020-10-02T12.24.20.991,30.205,-11.250,-5.655,5.091
1601655861001,2020-10-02T12.24.21.001,30.215,-13.064,-11.982,4.223
1601655861012,2020-10-02T12.24.21.012,30.226,-16.341,-17.226,2.271
1601655861020,2020-10-02T12.24.21.020,30.234,-20.122,-20.869,0.412
1601655861031,2020-10-02T12.24.21.031,30.245,-24.390,-18.720,-0.335
1601655861041,2020-10-02T12.24.21.041,30.255,-30.015,-8.293,-0.046
1601655861051,2020-10-02T12.24.21.051,30.265,-36.616,5.915,1.799
1601655861061,2020-10-02T12.24.21.061,30.275,-42.424,15.716,5.351
1601655861070,2020-10-02T12.24.21.070,30.284,-46.098,17.348,8.171
1601655861080,2020-10-02T12.24.21.080,30.294,-47.805,9.314,8.628
1601655861091,2020-10-02T12.24.21.091,30.305,-51.418,-3.994,6.768
1601655861101,2020-10-02T12.24.21.101,30.315,-60.152,-12.866,4.405
