epoc (ms),C_Gx,C_Gy,C_Gz,C_Ax,C_Ay,C_Az,Activity
1601655844380,165.884,64.253,18.247,-0.238,0.408,-0.751,left curl
1601655844390,165.381,70.137,21.494,-0.231,0.4,-0.777,left curl
1601655844399,166.22,67.973,22.668,-0.206,0.378,-0.812,left curl
1601655844409,168.811,59.07,21.921,-0.189,0.354,-0.834,left curl
1601655844419,171.646,47.759,20.046,-0.181,0.325,-0.862,left curl
1601655844429,172.805,38.049,17.927,-0.174,0.292,-0.87,left curl
1601655844440,170.945,35.0,18.613,-0.192,0.279,-0.896,left curl
1601655844449,165.823,37.515,21.631,-0.211,0.268,-0.931,left curl
1601655844459,159.314,44.466,26.677,-0.227,0.26,-0.973,left curl
1601655844469,153.323,49.299,30.107,-0.223,0.282,-1.015,left curl
1601655844479,152.485,44.329,26.982,-0.206,0.305,-1.055,left curl
1601655844488,158.354,33.186,19.71,-0.199,0.268,-1.044,left curl
1601655844498,160.732,26.509,13.659,-0.198,0.215,-1.033,left curl
1601655844509,161.235,23.415,10.823,-0.199,0.187,-1.049,left curl
1601655844519,160.259,21.25,10.183,-0.188,0.161,-1.05,left curl
1601655844529,160.579,23.14,10.655,-0.171,0.136,-1.054,left curl
1601655844538,161.738,30.488,10.412,-0.168,0.141,-1.092,left curl
1601655844548,163.46,36.052,10.046,-0.173,0.135,-1.12,left curl
1601655844558,168.079,39.04,10.183,-0.174,0.142,-1.194,left curl
1601655844569,170.976,30.838,4.36,-0.14,0.119,-1.234,left curl
1601655844577,167.088,20.488,1.052,-0.175,0.078,-1.212,left curl
1601655844588,162.683,13.811,-3.095,-0.175,0.071,-1.213,left curl
1601655844598,158.872,6.174,-9.131,-0.169,0.043,-1.195,left curl
1601655844608,153.277,1.128,-13.979,-0.176,0.008,-1.153,left curl
1601655844618,147.546,0.595,-16.479,-0.195,-0.028,-1.123,left curl
1601655844627,142.774,2.134,-18.887,-0.196,-0.063,-1.091,left curl
1601655844637,140.168,4.878,-19.299,-0.213,-0.084,-1.079,left curl
1601655844648,141.89,8.277,-19.817,-0.215,-0.1,-1.083,left curl
1601655844658,145.686,13.948,-19.954,-0.213,-0.126,-1.104,left curl
1601655844667,151.951,22.561,-18.338,-0.221,-0.14,-1.167,left curl
1601655844677,159.223,32.988,-16.052,-0.235,-0.157,-1.242,left curl
1601655844687,164.848,44.604,-13.735,-0.239,-0.189,-1.339,left curl
1601655844698,167.729,52.515,-9.162,-0.248,-0.208,-1.447,left curl
1601655844708,167.378,54.604,-2.607,-0.256,-0.213,-1.584,left curl
1601655844717,159.405,51.204,3.674,-0.264,-0.22,-1.697,left curl
1601655844727,142.881,45.32,7.027,-0.271,-0.21,-1.773,left curl
1601655844737,122.287,35.015,7.119,-0.27,-0.195,-1.817,left curl
1601655844747,101.585,23.155,7.058,-0.261,-0.186,-1.807,left curl
1601655844758,81.235,14.36,6.479,-0.242,-0.184,-1.771,left curl
1601655844766,60.076,10.747,4.543,-0.231,-0.174,-1.728,left curl
1601655844777,39.649,10.808,2.149,-0.229,-0.162,-1.684,left curl
1601655844787,20.152,11.555,-0.03,-0.224,-0.173,-1.638,left curl
1601655844797,1.448,10.793,-2.485,-0.234,-0.187,-1.583,left curl
1601655844806,-13.841,7.485,-3.948,-0.24,-0.198,-1.516,left curl
1601655844816,-26.189,1.479,-4.985,-0.242,-0.203,-1.436,left curl
1601655844826,-36.067,-4.817,-6.006,-0.246,-0.215,-1.34,left curl
1601655844837,-44.893,-9.009,-6.54,-0.238,-0.219,-1.251,left curl
1601655844846,-50.305,-11.875,-6.159,-0.231,-0.218,-1.158,left curl
1601655844856,-52.82,-13.171,-5.473,-0.205,-0.222,-1.077,left curl
1601655844866,-53.72,-15.518,-5.122,-0.183,-0.211,-1.013,left curl
1601655844876,-51.905,-17.317,-5.579,-0.177,-0.191,-0.947,left curl
1601655844887,-47.805,-16.113,-6.235,-0.163,-0.183,-0.896,left curl
1601655844895,-43.14,-14.07,-5.823,-0.162,-0.181,-0.86,left curl
1601655844906,-38.155,-10.945,-5.564,-0.166,-0.177,-0.838,left curl
1601655844916,-32.927,-7.759,-4.421,-0.173,-0.181,-0.826,left curl
1601655844926,-27.591,-4.055,-2.104,-0.185,-0.177,-0.821,left curl
1601655844936,-21.845,0.549,1.006,-0.193,-0.165,-0.833,left curl
1601655844945,-15.671,4.909,3.933,-0.188,-0.15,-0.85,left curl
1601655844955,-9.466,6.692,5.732,-0.173,-0.133,-0.873,left curl
1601655844966,-3.765,5.213,5.716,-0.167,-0.122,-0.897,left curl
1601655844976,1.524,2.912,4.451,-0.16,-0.11,-0.923,left curl
1601655844985,5.595,2.424,2.683,-0.156,-0.107,-0.93,left curl
1601655844995,7.896,4.162,1.204,-0.156,-0.106,-0.947,left curl
1601655845005,9.802,6.082,0.168,-0.162,-0.103,-0.978,left curl
1601655845015,12.21,6.524,-0.61,-0.173,-0.099,-1.017,left curl
1601655845026,14.482,6.052,-0.579,-0.185,-0.112,-1.036,left curl
1601655845034,14.345,5.93,0.518,-0.189,-0.12,-1.061,left curl
1601655845045,13.11,5.762,2.027,-0.197,-0.119,-1.079,left curl
1601655845055,10.549,6.418,3.369,-0.194,-0.123,-1.093,left curl
1601655845065,7.774,5.838,3.415,-0.182,-0.121,-1.109,left curl
1601655845074,5.777,3.582,2.759,-0.181,-0.116,-1.121,left curl
1601655845084,5.137,0.655,1.738,-0.181,-0.116,-1.115,left curl
1601655845095,3.354,0.229,1.189,-0.182,-0.116,-1.105,left curl
1601655845105,-0.564,1.616,0.335,-0.181,-0.118,-1.101,left curl
1601655845115,-4.268,2.713,-0.396,-0.186,-0.122,-1.092,left curl
1601655845124,-5.595,1.662,-0.869,-0.188,-0.127,-1.079,left curl
1601655845134,-5.32,-1.037,-0.838,-0.189,-0.134,-1.059,left curl
1601655845144,-5.351,-2.53,-0.793,-0.185,-0.134,-1.04,left curl
1601655845155,-4.939,-2.866,-0.473,-0.183,-0.132,-1.024,left curl
1601655845163,-4.284,-2.485,0.32,-0.177,-0.133,-1.012,left curl
1601655845174,-4.665,-1.341,1.006,-0.172,-0.13,-1.0,left curl
1601655845184,-4.954,-0.198,0.823,-0.166,-0.124,-0.994,left curl
1601655845194,-3.918,0.366,0.076,-0.167,-0.126,-0.986,left curl
1601655845204,-2.454,0.351,-0.091,-0.172,-0.129,-0.991,left curl
1601655845213,-1.159,-0.503,0.305,-0.175,-0.133,-0.986,left curl
1601655845223,-0.198,-0.808,0.793,-0.175,-0.13,-0.987,left curl
1601655845234,1.235,-1.235,0.945,-0.174,-0.13,-0.996,left curl
1601655845244,2.942,-2.332,1.128,-0.173,-0.133,-1.001,left curl
1601655845253,4.451,-2.759,1.143,-0.168,-0.131,-1.012,left curl
1601655845263,5.015,-2.53,0.351,-0.165,-0.125,-1.023,left curl
1601655845273,5.122,-2.195,-0.869,-0.166,-0.134,-1.037,left curl
1601655845283,4.466,-1.662,-0.884,-0.175,-0.149,-1.049,left curl
1601655845294,1.814,-0.198,-0.107,-0.188,-0.143,-1.066,left curl
1601655845303,1.159,0.03,0.503,-0.196,-0.13,-1.09,left curl
1601655845313,1.677,-1.418,0.655,-0.203,-0.121,-1.103,left curl
1601655845323,1.098,-1.174,0.32,-0.207,-0.128,-1.095,left curl
1601655845333,-2.302,0.655,0.747,-0.198,-0.13,-1.083,left curl
1601655845342,-5.046,1.677,1.25,-0.19,-0.125,-1.071,left curl
1601655845352,-6.494,1.875,1.067,-0.186,-0.123,-1.064,left curl
1601655845363,-6.845,0.716,0.595,-0.183,-0.115,-1.06,left curl
1601655845373,-5.899,-1.113,-0.503,-0.189,-0.113,-1.051,left curl
1601655845383,-5.305,-1.57,-1.006,-0.191,-0.126,-1.026,left curl
1601655845392,-6.387,-0.366,-0.534,-0.198,-0.134,-1.016,left curl
1601655845402,-7.576,0.396,0.32,-0.196,-0.132,-1.002,left curl
1601655845412,-7.409,0.991,1.021,-0.191,-0.127,-0.995,left curl
1601655845423,-6.082,1.006,1.662,-0.19,-0.125,-0.999,left curl
1601655845431,-3.095,1.677,2.241,-0.191,-0.121,-1.019,left curl
1601655845442,-0.808,3.049,2.79,-0.184,-0.13,-1.034,left curl
1601655845452,-1.189,5.838,2.927,-0.187,-0.125,-1.056,left curl
1601655845462,-2.515,7.988,3.095,-0.185,-0.113,-1.085,left curl
1601655845472,-3.155,8.155,3.399,-0.188,-0.117,-1.115,left curl
1601655845481,-1.57,8.491,3.354,-0.192,-0.131,-1.169,left curl
1601655845492,0.762,9.802,4.314,-0.201,-0.141,-1.239,left curl
1601655845502,0.732,12.439,5.701,-0.203,-0.156,-1.319,left curl
1601655845512,-2.515,15.884,7.988,-0.209,-0.177,-1.407,left curl
1601655845521,-6.402,20.427,11.677,-0.223,-0.185,-1.493,left curl
1601655845531,-11.021,27.683,16.204,-0.247,-0.15,-1.602,left curl
1601655845541,-19.558,30.655,20.686,-0.238,-0.13,-1.708,left curl
1601655845552,-34.116,25.122,22.073,-0.203,-0.092,-1.793,left curl
1601655845562,-51.037,13.567,19.756,-0.178,-0.062,-1.828,left curl
1601655845571,-72.805,0.0,13.643,-0.16,-0.047,-1.836,left curl
1601655845581,-97.454,-14.223,4.329,-0.144,-0.049,-1.797,left curl
1601655845591,-118.643,-25.732,-4.893,-0.141,-0.072,-1.725,left curl
1601655845601,-134.253,-32.21,-11.235,-0.144,-0.119,-1.649,left curl
1601655845610,-144.848,-31.905,-13.537,-0.152,-0.148,-1.596,left curl
1601655845620,-152.302,-24.665,-12.973,-0.17,-0.154,-1.577,left curl
1601655845631,-160.838,-15.945,-11.143,-0.181,-0.146,-1.57,left curl
1601655845641,-170.732,-11.89,-10.061,-0.166,-0.163,-1.567,left curl
1601655845651,-177.515,-12.47,-9.085,-0.16,-0.17,-1.554,left curl
1601655845660,-180.579,-14.299,-7.713,-0.146,-0.159,-1.548,left curl
1601655845670,-183.72,-17.47,-5.579,-0.133,-0.147,-1.556,left curl
1601655845680,-189.619,-21.54,-3.399,-0.103,-0.153,-1.542,left curl
1601655845691,-197.439,-23.704,0.183,-0.078,-0.124,-1.532,left curl
1601655845700,-206.738,-24.848,1.616,-0.041,-0.094,-1.533,left curl
1601655845710,-217.241,-30.488,-0.854,-0.008,-0.093,-1.498,left curl
1601655845720,-226.89,-38.43,-5.854,-0.002,-0.089,-1.45,left curl
1601655845730,-234.848,-44.253,-9.71,0.001,-0.092,-1.382,left curl
1601655845741,-243.247,-50.198,-12.774,0.011,-0.089,-1.308,left curl
1601655845749,-248.338,-55.107,-16.418,0.027,-0.111,-1.221,left curl
1601655845760,-250.595,-54.009,-18.399,0.014,-0.065,-1.167,left curl
1601655845770,-256.936,-53.826,-19.771,0.012,-0.012,-1.114,left curl
1601655845780,-267.012,-59.07,-22.393,0.029,-0.015,-1.031,left curl
1601655845789,-275.869,-64.405,-26.585,0.034,-0.007,-0.933,left curl
1601655845799,-280.64,-66.905,-30.274,0.028,0.027,-0.852,left curl
1601655845809,-285.168,-69.695,-34.436,0.017,0.058,-0.762,left curl
1601655845820,-289.177,-71.646,-39.085,0.007,0.09,-0.671,left curl
1601655845830,-290.777,-73.018,-43.902,-0.012,0.147,-0.587,left curl
1601655845839,-290.046,-74.604,-48.415,-0.021,0.17,-0.508,left curl
1601655845849,-284.634,-75.366,-52.439,-0.059,0.192,-0.435,left curl
1601655845859,-276.189,-75.107,-55.747,-0.101,0.208,-0.364,left curl
1601655845869,-265.427,-72.713,-54.817,-0.151,0.26,-0.322,left curl
1601655845878,-254.223,-68.78,-51.021,-0.187,0.313,-0.312,left curl
1601655845888,-247.637,-65.061,-47.668,-0.203,0.357,-0.314,left curl
1601655845899,-244.756,-62.713,-48.232,-0.217,0.395,-0.306,left curl
1601655845909,-241.829,-63.277,-50.259,-0.232,0.409,-0.27,left curl
1601655845919,-239.314,-63.841,-52.332,-0.252,0.444,-0.242,left curl
1601655845928,-240.091,-68.506,-54.909,-0.253,0.438,-0.205,left curl
1601655845938,-242.21,-73.613,-59.329,-0.268,0.444,-0.149,left curl
1601655845949,-244.909,-77.058,-62.774,-0.286,0.437,-0.093,left curl
1601655845959,-245.137,-76.357,-65.183,-0.324,0.417,-0.028,left curl
1601655845968,-239.558,-69.436,-63.598,-0.377,0.449,0.017,left curl
1601655845978,-230.564,-64.024,-58.582,-0.415,0.445,0.052,left curl
1601655845988,-220.899,-62.713,-51.311,-0.444,0.443,0.096,left curl
1601655845998,-210.61,-59.939,-42.744,-0.448,0.462,0.125,left curl
1601655846009,-202.195,-49.497,-35.884,-0.455,0.502,0.117,left curl
1601655846017,-202.149,-36.57,-31.89,-0.455,0.499,0.089,left curl
1601655846028,-207.393,-25.823,-32.546,-0.448,0.512,0.077,left curl
1601655846038,-212.607,-22.027,-36.479,-0.444,0.523,0.081,left curl
1601655846048,-215.869,-26.768,-41.524,-0.43,0.505,0.099,left curl
1601655846057,-217.683,-36.265,-45.229,-0.436,0.483,0.143,left curl
1601655846067,-217.271,-43.659,-47.988,-0.454,0.482,0.188,left curl
1601655846077,-214.314,-50.549,-48.796,-0.473,0.441,0.24,left curl
1601655846088,-207.027,-61.098,-46.189,-0.498,0.384,0.333,left curl
1601655846098,-196.418,-68.78,-38.613,-0.506,0.375,0.411,left curl
1601655846107,-188.415,-67.851,-29.573,-0.498,0.377,0.457,left curl
1601655846117,-188.11,-61.341,-23.933,-0.489,0.333,0.509,left curl
1601655846127,-191.662,-52.835,-21.372,-0.496,0.304,0.576,left curl
1601655846137,-194.665,-44.649,-19.223,-0.518,0.282,0.635,left curl
1601655846146,-194.863,-42.409,-17.698,-0.541,0.259,0.708,left curl
1601655846157,-192.317,-47.348,-18.308,-0.544,0.21,0.796,left curl
1601655846167,-186.921,-59.68,-20.549,-0.548,0.167,0.902,left curl
1601655846177,-178.811,-76.28,-21.966,-0.55,0.135,1.053,left curl
1601655846187,-168.933,-89.954,-22.912,-0.537,0.1,1.246,left curl
1601655846196,-163.598,-96.555,-25.29,-0.487,0.007,1.471,left curl
1601655846206,-159.055,-94.162,-29.71,-0.456,-0.074,1.742,left curl
1601655846217,-139.024,-82.21,-31.357,-0.476,-0.088,1.995,left curl
1601655846227,-97.668,-65.03,-29.131,-0.522,-0.068,2.13,left curl
1601655846236,-41.585,-47.851,-21.54,-0.568,-0.061,2.094,left curl
1601655846246,11.54,-29.954,-9.832,-0.603,-0.042,1.935,left curl
1601655846256,46.402,-4.421,3.384,-0.617,-0.02,1.71,left curl
1601655846266,62.805,23.003,17.119,-0.605,0.031,1.482,left curl
1601655846277,71.723,42.622,29.024,-0.582,0.119,1.274,left curl
1601655846285,80.686,52.104,35.991,-0.548,0.195,1.099,left curl
1601655846296,88.598,51.738,39.162,-0.521,0.28,0.961,left curl
1601655846306,95.93,43.994,38.75,-0.504,0.342,0.858,left curl
1601655846316,102.927,32.942,35.762,-0.504,0.38,0.8,left curl
1601655846325,108.46,21.418,33.75,-0.501,0.399,0.778,left curl
1601655846335,111.037,14.817,32.927,-0.49,0.405,0.783,left curl
1601655846346,111.22,14.543,32.515,-0.479,0.418,0.787,left curl
1601655846356,112.698,17.302,32.5,-0.47,0.441,0.786,left curl
1601655846366,116.677,19.649,32.622,-0.46,0.454,0.77,left curl
1601655846375,120.793,20.61,32.134,-0.461,0.465,0.738,left curl
1601655846385,123.857,18.887,31.905,-0.466,0.469,0.706,left curl
1601655846395,124.543,16.433,31.387,-0.463,0.485,0.688,left curl
1601655846406,122.561,16.585,30.595,-0.449,0.505,0.675,left curl
1601655846414,121.25,18.064,29.253,-0.434,0.533,0.655,left curl
1601655846425,122.622,19.329,26.387,-0.426,0.555,0.628,left curl
1601655846435,125.427,20.747,22.744,-0.422,0.547,0.609,left curl
1601655846445,130.838,20.564,20.625,-0.444,0.535,0.605,left curl
1601655846455,142.47,17.165,22.134,-0.447,0.533,0.606,left curl
1601655846464,156.448,12.866,25.183,-0.438,0.536,0.583,left curl
1601655846474,166.966,12.271,27.79,-0.429,0.542,0.545,left curl
1601655846485,172.942,15.564,29.436,-0.411,0.552,0.49,left curl
1601655846495,175.457,17.927,29.482,-0.396,0.567,0.446,left curl
1601655846504,175.457,21.601,28.064,-0.382,0.581,0.408,left curl
1601655846514,171.25,29.36,25.96,-0.363,0.598,0.365,left curl
1601655846524,162.698,37.47,22.302,-0.338,0.607,0.311,left curl
1601655846534,151.631,44.131,16.86,-0.319,0.622,0.266,left curl
1601655846545,140.869,47.881,8.902,-0.308,0.636,0.24,left curl
1601655846554,137.149,44.055,0.976,-0.318,0.625,0.221,left curl
1601655846564,140.838,32.348,-4.634,-0.327,0.602,0.214,left curl
1601655846574,149.009,18.293,-7.988,-0.345,0.581,0.228,left curl
1601655846584,160.625,9.649,-10.091,-0.354,0.565,0.246,left curl
1601655846593,172.637,11.067,-9.512,-0.368,0.529,0.261,left curl
1601655846603,184.634,23.369,-4.466,-0.405,0.5,0.259,left curl
1601655846614,196.86,42.134,6.646,-0.415,0.498,0.208,left curl
1601655846624,206.845,59.375,19.284,-0.398,0.504,0.12,left curl
1601655846634,215.015,70.259,27.622,-0.362,0.499,0.036,left curl
1601655846643,221.936,75.244,32.927,-0.331,0.479,-0.039,left curl
1601655846653,226.174,78.796,36.143,-0.314,0.466,-0.111,left curl
1601655846663,227.591,83.826,38.826,-0.299,0.453,-0.182,left curl
1601655846674,226.052,90.747,41.082,-0.292,0.452,-0.273,left curl
1601655846682,226.966,95.777,42.82,-0.296,0.457,-0.375,left curl
1601655846693,229.497,98.277,44.451,-0.291,0.466,-0.5,left curl
1601655846703,229.71,93.598,45.838,-0.292,0.496,-0.624,left curl
1601655846713,226.768,79.162,46.021,-0.277,0.521,-0.7,left curl
1601655846723,220.046,57.912,43.155,-0.25,0.519,-0.724,left curl
1601655846732,210.595,35.64,36.875,-0.218,0.499,-0.699,left curl
1601655846742,202.683,21.86,28.918,-0.19,0.465,-0.644,left curl
1601655846753,199.39,25.244,22.79,-0.202,0.459,-0.623,left curl
1601655846763,197.439,38.43,21.753,-0.228,0.454,-0.658,left curl
1601655846772,193.933,51.311,23.963,-0.226,0.418,-0.682,left curl
1601655846782,194.116,63.415,27.79,-0.22,0.401,-0.724,left curl
1601655846792,201.235,71.646,31.585,-0.227,0.408,-0.794,left curl
1601655846803,208.902,69.71,33.918,-0.216,0.394,-0.873,left curl
1601655846813,215.122,57.866,35.29,-0.194,0.353,-0.93,left curl
1601655846822,217.942,44.421,33.338,-0.182,0.337,-0.968,left curl
1601655846832,213.811,36.372,27.058,-0.165,0.353,-1.0,left curl
1601655846842,207.195,29.985,21.982,-0.142,0.342,-1.012,left curl
1601655846852,200.686,24.07,16.768,-0.13,0.33,-1.023,left curl
1601655846861,194.619,19.207,10.32,-0.135,0.318,-1.023,left curl
1601655846871,189.192,16.555,4.543,-0.138,0.286,-1.008,left curl
1601655846882,183.872,19.863,-0.579,-0.151,0.256,-1.003,left curl
1601655846892,180.0,24.71,-2.088,-0.16,0.218,-1.026,left curl
1601655846902,177.957,30.168,-1.189,-0.165,0.184,-1.044,left curl
1601655846911,175.534,38.125,2.668,-0.162,0.182,-1.083,left curl
1601655846921,173.384,46.433,6.86,-0.157,0.193,-1.149,left curl
1601655846931,170.762,49.36,8.78,-0.147,0.193,-1.222,left curl
1601655846942,168.476,42.82,8.14,-0.146,0.17,-1.27,left curl
1601655846950,165.0,30.03,5.015,-0.143,0.144,-1.289,left curl
1601655846961,160.213,15.686,2.363,-0.145,0.113,-1.277,left curl
1601655846971,154.253,4.268,-0.396,-0.146,0.073,-1.229,left curl
1601655846981,150.762,2.988,-2.683,-0.157,0.054,-1.198,left curl
1601655846992,148.338,12.165,-1.57,-0.18,0.045,-1.204,left curl
1601655847000,144.649,25.091,1.204,-0.196,0.03,-1.234,left curl
1601655847011,140.091,35.884,4.527,-0.201,0.024,-1.283,left curl
1601655847021,137.104,41.616,8.064,-0.205,0.02,-1.333,left curl
1601655847031,136.22,41.905,11.113,-0.205,-0.002,-1.392,left curl
1601655847040,135.32,38.674,13.338,-0.217,-0.013,-1.45,left curl
1601655847050,130.076,35.259,13.567,-0.222,-0.011,-1.505,left curl
1601655847060,120.579,29.207,14.192,-0.207,-0.008,-1.525,left curl
1601655847071,110.229,23.918,15.412,-0.181,-0.0,-1.527,left curl
1601655847081,100.793,20.137,15.915,-0.16,0.022,-1.521,left curl
1601655847090,91.662,19.97,15.884,-0.156,0.035,-1.507,left curl
1601655847100,80.915,25.945,15.655,-0.145,0.025,-1.5,left curl
1601655847110,67.287,34.131,15.549,-0.147,0.008,-1.505,left curl
1601655847120,53.872,38.415,13.613,-0.146,0.01,-1.517,left curl
1601655847129,43.003,35.427,11.875,-0.142,0.009,-1.512,left curl
1601655847139,34.055,27.546,10.122,-0.146,0.004,-1.494,left curl
1601655847150,26.646,18.537,9.909,-0.147,-0.004,-1.463,left curl
1601655847160,19.848,11.433,10.198,-0.141,-0.002,-1.433,left curl
1601655847170,14.436,6.326,10.305,-0.132,0.008,-1.401,left curl
1601655847179,9.588,4.39,9.07,-0.129,0.014,-1.371,left curl
1601655847189,2.439,5.534,6.89,-0.134,0.013,-1.346,left curl
1601655847200,-5.884,7.576,5.473,-0.142,-0.001,-1.316,left curl
1601655847210,-12.027,6.448,5.076,-0.142,-0.013,-1.285,left curl
1601655847219,-15.595,0.595,3.232,-0.14,-0.034,-1.236,left curl
1601655847229,-18.491,-5.716,1.113,-0.127,-0.041,-1.184,left curl
1601655847239,-20.716,-9.878,0.64,-0.127,-0.034,-1.129,left curl
1601655847249,-21.845,-11.616,-0.457,-0.12,-0.031,-1.079,left curl
1601655847260,-22.271,-12.485,-2.21,-0.117,-0.033,-1.033,left curl
1601655847268,-22.591,-11.601,-3.003,-0.125,-0.039,-0.99,left curl
1601655847279,-22.774,-7.271,-3.491,-0.129,-0.038,-0.956,left curl
1601655847289,-21.875,-2.149,-2.576,-0.139,-0.037,-0.939,left curl
1601655847299,-18.567,-0.061,-2.957,-0.137,-0.031,-0.935,left curl
1601655847308,-13.887,-1.159,-2.119,-0.138,-0.032,-0.934,left curl
1601655847318,-9.39,-3.521,-1.463,-0.135,-0.031,-0.93,left curl
1601655847328,-5.488,-3.948,-1.174,-0.132,-0.025,-0.919,left curl
1601655847339,-1.951,-3.445,-1.479,-0.122,-0.016,-0.918,left curl
1601655847349,1.463,-2.409,-1.86,-0.126,-0.018,-0.928,left curl
1601655847358,4.878,-0.808,-1.951,-0.133,-0.021,-0.952,left curl
1601655847368,8.14,0.854,-1.707,-0.139,-0.024,-0.974,left curl
1601655847378,8.918,3.079,-0.884,-0.142,-0.025,-0.991,left curl
1601655847388,8.521,5.442,-0.625,-0.145,-0.02,-1.012,left curl
1601655847397,8.216,6.418,-0.564,-0.147,-0.018,-1.031,left curl
1601655847408,8.902,5.244,-0.274,-0.148,-0.018,-1.045,left curl
1601655847418,9.284,4.162,-0.03,-0.149,-0.019,-1.05,left curl
1601655847428,9.116,3.811,0.076,-0.148,-0.016,-1.061,left curl
1601655847438,8.491,2.348,0.046,-0.145,-0.02,-1.074,left curl
1601655847447,7.576,0.488,0.091,-0.142,-0.012,-1.086,left curl
1601655847457,6.936,-0.046,-0.03,-0.141,-0.013,-1.085,left curl
1601655847468,4.802,0.686,-0.259,-0.144,-0.016,-1.088,left curl
1601655847478,2.912,2.378,-0.671,-0.156,-0.016,-1.091,left curl
1601655847487,1.707,4.024,-0.473,-0.161,-0.026,-1.089,left curl
